code,company,name,gender,age,gender_binary,travel_frequency,avg_flight_price,total_flight_spend,preferred_flight_type,hotel_bookings,avg_hotel_spend,age_group,spending_category,company_enc,preferred_flight_type_enc,age_group_enc,spending_category_enc
628,Monsters CYA,Anthony Watson,male,53,1,12.0,908.9233333333333,10907.08,firstclass,2.0,661.23,middle_aged,premium,2,2,1,2
630,Monsters CYA,Mary Depalma,female,47,0,224.0,834.2461607142858,186871.14,firstclass,27.0,557.7659259259259,middle_aged,premium,2,2,1,2
633,Monsters CYA,Lori Mcknight,female,44,0,352.0,891.0287215909091,313642.11,premium,51.0,566.8882352941176,middle_aged,premium,2,3,1,2
634,Monsters CYA,Frank Papa,male,33,1,386.0,892.4011658031087,344466.85,firstclass,49.0,606.8746938775511,adult,premium,2,2,0,2
635,Monsters CYA,Kimberly Barclay,female,48,0,210.0,914.6538095238095,192077.3,firstclass,31.0,535.4135483870967,middle_aged,premium,2,2,1,2
637,Monsters CYA,Robert Pratt,male,28,1,10.0,951.052,9510.52,firstclass,2.0,775.8050000000001,adult,premium,2,2,0,2
639,Monsters CYA,Edna Boyette,female,43,0,148.0,851.5121621621622,126023.8,firstclass,16.0,502.82625,middle_aged,premium,2,2,1,2
641,Monsters CYA,Ashley Servais,female,26,0,370.0,894.982972972973,331143.7,firstclass,57.0,632.6743859649123,adult,premium,2,2,0,2
642,Monsters CYA,Gary Kearney,male,55,1,364.0,883.5861263736263,321625.35,firstclass,50.0,486.9702,middle_aged,premium,2,2,1,2
643,Monsters CYA,David Lucas,male,50,1,140.0,942.9780714285714,132016.93,firstclass,28.0,595.8614285714285,middle_aged,premium,2,2,1,2
644,Monsters CYA,Rita Field,female,49,0,6.0,1224.8316666666667,7348.99,firstclass,1.0,497.97,middle_aged,premium,2,2,1,2
648,Wonka Company,Ethel Dalton,female,31,0,202.0,918.1700495049505,185470.35,firstclass,28.0,500.4789285714286,adult,premium,4,2,0,2
651,Wonka Company,Brett Ahart,male,34,1,378.0,847.9308994708995,320517.88,firstclass,45.0,561.2913333333333,adult,premium,4,2,0,2
655,Wonka Company,Aaron Feliciano,male,60,1,234.0,896.0484615384615,209675.34,firstclass,40.0,525.8177499999999,senior,premium,4,2,2,2
656,Wonka Company,Kenneth Quick,male,33,1,156.0,837.8178846153846,130699.59,economic,22.0,520.7995454545454,adult,premium,4,0,0,2
657,Wonka Company,Leta Garber,female,45,0,112.0,841.8805357142857,94290.62,firstclass,13.0,389.17384615384617,middle_aged,premium,4,2,1,2
658,Wonka Company,Bryce Gearing,male,22,1,202.0,906.9646534653465,183206.86,firstclass,34.0,590.1241176470588,young,premium,4,2,3,2
659,Wonka Company,Juan Kloke,male,57,1,346.0,923.9679479768786,319692.91,firstclass,45.0,517.2564444444445,middle_aged,premium,4,2,1,2
661,Wonka Company,David Michl,male,30,1,268.0,871.0014552238806,233428.39,firstclass,32.0,495.98875,adult,premium,4,2,0,2
662,Wonka Company,Everett Schlesener,male,57,1,342.0,851.9888011695906,291380.17,firstclass,42.0,512.2954761904762,middle_aged,premium,4,2,1,2
663,Wonka Company,Michelle Richey,female,49,0,114.0,909.4327192982456,103675.33,firstclass,14.0,487.43571428571425,middle_aged,premium,4,2,1,2
664,Wonka Company,Janet Romero,female,28,0,330.0,905.5949999999999,298846.35,firstclass,45.0,616.0577777777778,adult,premium,4,2,0,2
666,Wonka Company,Ronald Barrett,male,22,1,348.0,915.2963793103448,318523.14,firstclass,48.0,533.4570833333333,young,premium,4,2,3,2
667,Wonka Company,Clayton Cline,male,39,1,92.0,848.6645652173913,78077.14,premium,13.0,518.4361538461538,adult,premium,4,3,0,2
669,Wonka Company,Shari Reynolds,female,54,0,282.0,855.3237943262411,241201.31,firstclass,39.0,555.5302564102565,middle_aged,premium,4,2,1,2
671,Wonka Company,Pedro Woodbury,male,65,1,286.0,904.5446503496503,258699.77,firstclass,41.0,569.530731707317,senior,premium,4,2,2,2
672,Wonka Company,Patricia Mcdonald,female,45,0,74.0,837.3793243243243,61966.07,premium,14.0,583.4078571428571,middle_aged,premium,4,3,1,2
675,Wonka Company,Carol Cobb,female,39,0,172.0,847.2776162790698,145731.75,firstclass,23.0,623.9334782608695,adult,premium,4,2,0,2
676,Wonka Company,Mary Burkett,female,22,0,180.0,886.5802777777778,159584.45,firstclass,25.0,600.4892,young,premium,4,2,3,2
677,Wonka Company,Bernard Park,male,48,1,302.0,874.5181125827813,264104.47,firstclass,48.0,513.5079166666667,middle_aged,premium,4,2,1,2
679,Wonka Company,Tim Ransom,male,47,1,62.0,980.5091935483871,60791.57,firstclass,9.0,630.701111111111,middle_aged,premium,4,2,1,2
681,Wonka Company,Myrtle Churchill,female,51,0,12.0,933.1841666666666,11198.21,firstclass,1.0,241.56,middle_aged,premium,4,2,1,2
683,Wonka Company,Loma Walker,female,25,0,348.0,901.6566091954023,313776.5,firstclass,51.0,618.9427450980392,adult,premium,4,2,0,2
684,Wonka Company,Robert Mitchell,male,49,1,378.0,877.4773544973546,331686.44,firstclass,54.0,577.6325925925926,middle_aged,premium,4,2,1,2
685,Wonka Company,Michael Shields,male,33,1,208.0,911.2721634615384,189544.61,firstclass,29.0,517.6279310344827,adult,premium,4,2,0,2
686,Wonka Company,Joyce Seifert,female,56,0,222.0,920.1434234234234,204271.84,firstclass,25.0,456.74840000000006,middle_aged,premium,4,2,1,2
687,Wonka Company,Lora Perez,female,23,0,92.0,845.7294565217392,77807.11,economic,15.0,680.7266666666667,young,premium,4,0,3,2
688,Wonka Company,John Orr,male,27,1,180.0,907.4375555555556,163338.76,firstclass,25.0,482.908,adult,premium,4,2,0,2
690,Wonka Company,William Glancy,male,64,1,334.0,891.242994011976,297675.16,firstclass,48.0,533.6233333333333,senior,premium,4,2,2,2
691,Wonka Company,Rhonda Hauck,female,25,0,56.0,892.6035714285715,49985.8,firstclass,13.0,525.9284615384615,adult,premium,4,2,0,2
692,Wonka Company,Mike Grimmett,male,50,1,16.0,982.945625,15727.13,firstclass,1.0,312.83,middle_aged,premium,4,2,1,2
693,Wonka Company,Pauline Huff,female,59,0,360.0,893.2248055555556,321560.93,firstclass,54.0,480.3855555555555,middle_aged,premium,4,2,1,2
695,Wonka Company,Clement Johnson,male,59,1,174.0,842.5762643678161,146608.27,economic,24.0,448.7379166666667,middle_aged,premium,4,0,1,2
696,Wonka Company,Michael Nutt,male,21,1,326.0,892.9382515337423,291097.87,firstclass,49.0,500.23734693877554,young,premium,4,2,3,2
697,Wonka Company,Donald Clairmont,male,62,1,42.0,744.47,31267.74,economic,7.0,627.5185714285715,senior,economy,4,0,2,0
698,Wonka Company,Susan Anderson,female,51,0,94.0,853.6507446808511,80243.17,economic,20.0,580.8644999999999,middle_aged,premium,4,0,1,2
699,Wonka Company,Kevin Lamb,male,43,1,88.0,845.8563636363637,74435.36,firstclass,14.0,621.4285714285714,middle_aged,premium,4,2,1,2
700,Wonka Company,John Mcvey,male,28,1,200.0,833.9833,166796.66,firstclass,22.0,602.5618181818182,adult,premium,4,2,0,2
701,Wonka Company,Evelyn Murawski,female,41,0,214.0,893.0122897196262,191104.63,firstclass,27.0,487.10037037037034,middle_aged,premium,4,2,1,2
702,Wonka Company,Joseph Clymer,male,38,1,332.0,915.5733433734939,303970.35,firstclass,38.0,548.6673684210526,adult,premium,4,2,0,2
704,Wonka Company,Kevin Chiang,male,52,1,18.0,737.5122222222222,13275.220000000001,economic,3.0,840.5866666666667,middle_aged,economy,4,0,1,0
705,Wonka Company,Shirley Smith,female,32,0,358.0,900.1871787709498,322267.01,firstclass,49.0,543.3385714285714,adult,premium,4,2,0,2
707,Wonka Company,Arthur Hendrix,male,37,1,306.0,918.7884640522876,281149.27,firstclass,42.0,548.325,adult,premium,4,2,0,2
708,Wonka Company,Gary Heard,male,53,1,270.0,890.6432962962963,240473.69,firstclass,37.0,638.8432432432433,middle_aged,premium,4,2,1,2
710,Wonka Company,Cynthia Mekee,female,31,0,330.0,909.5252121212121,300143.32,firstclass,53.0,633.7364150943396,adult,premium,4,2,0,2
711,Wonka Company,Esther Odonnell,female,32,0,296.0,919.1047635135135,272055.01,firstclass,35.0,557.9654285714286,adult,premium,4,2,0,2
712,Wonka Company,Kristin Davis,female,45,0,196.0,868.9056632653062,170305.51,firstclass,29.0,470.548275862069,middle_aged,premium,4,2,1,2
713,Wonka Company,Harvey Craig,male,42,1,164.0,873.5620731707317,143264.18,economic,26.0,642.6273076923078,middle_aged,premium,4,0,1,2
715,Wonka Company,Martha Smith,female,27,0,336.0,888.8076785714286,298639.38,firstclass,49.0,581.8787755102042,adult,premium,4,2,0,2
716,Wonka Company,Charles Mullins,male,46,1,196.0,877.8195918367346,172052.63999999998,firstclass,32.0,508.265,middle_aged,premium,4,2,1,2
717,Wonka Company,Mary Kelly,female,41,0,186.0,915.7794086021505,170334.97,firstclass,23.0,546.2986956521738,middle_aged,premium,4,2,1,2
718,Wonka Company,Brooke Gilbert,female,57,0,288.0,847.1423263888888,243976.99,firstclass,41.0,469.6553658536585,middle_aged,premium,4,2,1,2
719,Wonka Company,Cory Ruiz,male,64,1,196.0,888.2762755102041,174102.15,firstclass,30.0,550.3639999999999,senior,premium,4,2,2,2
721,Wonka Company,Gregory Huntington,male,41,1,128.0,890.71640625,114011.7,firstclass,16.0,548.0825,middle_aged,premium,4,2,1,2
723,Wonka Company,Charles Morgan,male,34,1,180.0,933.5027222222221,168030.49,firstclass,29.0,542.0306896551724,adult,premium,4,2,0,2
724,Wonka Company,Elizabeth Gastelum,female,34,0,222.0,877.5151801801802,194808.37,premium,31.0,488.8454838709677,adult,premium,4,3,0,2
726,Wonka Company,David Bowers,male,34,1,176.0,924.4003977272728,162694.47,firstclass,25.0,558.854,adult,premium,4,2,0,2
727,Wonka Company,Jeffrey Collazo,male,25,1,382.0,882.5708638743456,337142.07,firstclass,61.0,504.6718032786885,adult,premium,4,2,0,2
729,Wonka Company,Hattie Martin,female,55,0,128.0,926.62890625,118608.5,firstclass,24.0,504.8233333333333,middle_aged,premium,4,2,1,2
730,Wonka Company,Lori Gonzalez,female,32,0,206.0,908.3662135922331,187123.44,firstclass,36.0,572.3288888888889,adult,premium,4,2,0,2
731,Wonka Company,Linda Goodson,female,51,0,288.0,883.2393055555555,254372.91999999998,firstclass,43.0,496.88674418604654,middle_aged,premium,4,2,1,2
732,Wonka Company,Vickie Nave,female,42,0,164.0,890.5828048780487,146055.58,firstclass,21.0,669.8914285714286,middle_aged,premium,4,2,1,2
734,Wonka Company,Ronald Pierson,male,34,1,8.0,1074.80625,8598.45,firstclass,1.0,1251.32,adult,premium,4,2,0,2
735,Wonka Company,William Mckay,male,36,1,132.0,870.6418939393939,114924.73,firstclass,28.0,551.4710714285715,adult,premium,4,2,0,2
736,Wonka Company,Shawn Hacker,female,57,0,176.0,842.4625,148273.4,firstclass,25.0,523.6236,middle_aged,premium,4,2,1,2
738,Wonka Company,Luciano Harris,male,58,1,230.0,905.3695652173913,208235.0,firstclass,27.0,516.0951851851852,middle_aged,premium,4,2,1,2
739,Wonka Company,Adrianne Pierre,female,53,0,152.0,920.1067105263159,139856.22,firstclass,29.0,629.2927586206896,middle_aged,premium,4,2,1,2
740,Wonka Company,Milton Stanley,male,50,1,102.0,902.2950980392158,92034.1,firstclass,14.0,454.0592857142857,middle_aged,premium,4,2,1,2
742,Wonka Company,Anna Willis,female,22,0,324.0,870.3173456790124,281982.82,firstclass,47.0,536.2391489361703,young,premium,4,2,3,2
743,Wonka Company,Mckenzie Dougherty,female,60,0,266.0,859.7028947368422,228680.97,firstclass,37.0,545.7337837837838,senior,premium,4,2,2,2
744,Wonka Company,Carmen Delisi,male,26,1,384.0,877.2038020833334,336846.26,firstclass,49.0,597.2016326530612,adult,premium,4,2,0,2
745,Wonka Company,Elizabeth Hewitt,female,53,0,244.0,867.281024590164,211616.57,firstclass,37.0,557.6683783783784,middle_aged,premium,4,2,1,2
747,Wonka Company,Ruth Bennett,female,51,0,274.0,878.5679562043796,240727.62,firstclass,53.0,538.9318867924528,middle_aged,premium,4,2,1,2
748,Wonka Company,Bradley Rhodes,male,47,1,152.0,870.8943421052631,132375.94,firstclass,23.0,582.9978260869566,middle_aged,premium,4,2,1,2
749,Wonka Company,Ernest Reyes,male,55,1,132.0,940.2827272727272,124117.31999999999,firstclass,15.0,560.9633333333334,middle_aged,premium,4,2,1,2
750,Wonka Company,Kathleen Tsang,female,41,0,92.0,862.8267391304347,79380.06,premium,17.0,440.11,middle_aged,premium,4,3,1,2
752,Wonka Company,James Pizarro,male,64,1,348.0,840.8773563218391,292625.32,firstclass,56.0,475.6333928571429,senior,premium,4,2,2,2
753,Wonka Company,Eric Capps,male,51,1,48.0,889.3710416666667,42689.81,firstclass,8.0,489.08000000000004,middle_aged,premium,4,2,1,2
754,Wonka Company,Barry Smithers,male,49,1,146.0,902.5450684931506,131771.58,firstclass,21.0,448.35571428571427,middle_aged,premium,4,2,1,2
756,Wonka Company,Connie Stokes,female,27,0,338.0,915.0963905325444,309302.58,firstclass,46.0,577.4399999999999,adult,premium,4,2,0,2
757,Wonka Company,Muriel Booth,female,38,0,348.0,881.3072126436781,306694.91,firstclass,60.0,580.6318333333332,adult,premium,4,2,0,2
758,Wonka Company,William Garcia,male,64,1,198.0,854.5512626262625,169201.15,firstclass,25.0,489.1728,senior,premium,4,2,2,2
759,Wonka Company,Robert Schrader,male,27,1,110.0,901.0948181818181,99120.43,firstclass,9.0,417.12,adult,premium,4,2,0,2
760,Wonka Company,Andrew Stoddard,male,44,1,252.0,887.3515079365079,223612.58,firstclass,44.0,497.62613636363636,middle_aged,premium,4,2,1,2
761,Wonka Company,Ralph Paquin,male,31,1,226.0,823.095,186019.47,firstclass,31.0,482.76419354838714,adult,premium,4,2,0,2
762,Wonka Company,Viola Munoz,female,35,0,88.0,906.4310227272726,79765.93,firstclass,13.0,503.3115384615385,adult,premium,4,2,0,2
765,Wonka Company,Nancy Fanno,female,40,0,276.0,907.796231884058,250551.76,firstclass,37.0,593.4799999999999,middle_aged,premium,4,2,1,2
766,Wonka Company,Anthony Young,male,30,1,400.0,860.5283000000001,344211.32,firstclass,55.0,520.8812727272727,adult,premium,4,2,0,2
767,Wonka Company,Keely Rice,female,25,0,16.0,748.1775,11970.84,firstclass,6.0,431.11833333333334,adult,economy,4,2,0,0
769,Wonka Company,Susan Lacy,female,50,0,106.0,907.1297169811321,96155.75,firstclass,10.0,639.2909999999999,middle_aged,premium,4,2,1,2
770,Wonka Company,Bobbie Murray,female,51,0,136.0,852.8639705882352,115989.5,firstclass,17.0,531.9111764705882,middle_aged,premium,4,2,1,2
773,Wonka Company,Edna Clyne,female,56,0,254.0,909.7570078740157,231078.28,premium,35.0,461.0702857142857,middle_aged,premium,4,3,1,2
774,Wonka Company,Micheal Blakely,male,43,1,30.0,983.9356666666666,29518.07,firstclass,4.0,386.41499999999996,middle_aged,premium,4,2,1,2
775,Wonka Company,Frances Bass,female,27,0,314.0,930.5821656050955,292202.8,firstclass,47.0,586.4140425531915,adult,premium,4,2,0,2
776,Wonka Company,Sharon Fontenot,female,48,0,306.0,903.1564379084967,276365.87,firstclass,44.0,564.6261363636363,middle_aged,premium,4,2,1,2
780,Wonka Company,Ashley Moon,female,40,0,206.0,877.9340291262137,180854.41,firstclass,28.0,526.4260714285714,middle_aged,premium,4,2,1,2
781,Wonka Company,James Sanchez,male,30,1,190.0,907.2776315789474,172382.75,firstclass,25.0,665.8675999999999,adult,premium,4,2,0,2
785,Wonka Company,James Wells,male,24,1,70.0,790.4314285714286,55330.2,firstclass,14.0,530.0735714285714,young,economy,4,2,3,0
786,Wonka Company,Krista Vandyke,female,29,0,274.0,917.1386131386862,251295.98,firstclass,35.0,549.5945714285714,adult,premium,4,2,0,2
787,Wonka Company,Jessie Tu,female,43,0,202.0,864.0746534653465,174543.08,firstclass,37.0,468.25864864864866,middle_aged,premium,4,2,1,2
789,Wonka Company,Katharine Perry,female,54,0,342.0,871.7144152046784,298126.33,firstclass,50.0,518.7836,middle_aged,premium,4,2,1,2
791,Wonka Company,Donald Hysmith,male,50,1,106.0,882.8733962264151,93584.58,firstclass,22.0,622.8013636363637,middle_aged,premium,4,2,1,2
792,Wonka Company,Brent Williams,male,44,1,108.0,863.5614814814815,93264.64,firstclass,17.0,514.0835294117647,middle_aged,premium,4,2,1,2
793,Wonka Company,Regina Garza,female,29,0,398.0,932.7652512562814,371240.57,firstclass,55.0,518.6741818181818,adult,premium,4,2,0,2
794,Wonka Company,Beatrice Curtis,female,31,0,214.0,891.1701401869159,190710.41,firstclass,31.0,503.64451612903224,adult,premium,4,2,0,2
795,Wonka Company,Eric Ison,male,52,1,92.0,795.8059782608696,73214.15,economic,7.0,568.1885714285714,middle_aged,economy,4,0,1,0
797,Wonka Company,Andre Harris,male,22,1,198.0,820.1981313131314,162399.23,firstclass,30.0,497.5286666666667,young,premium,4,2,3,2
798,Wonka Company,John Byrne,male,64,1,382.0,872.618167539267,333340.14,firstclass,56.0,620.8796428571429,senior,premium,4,2,2,2
799,Wonka Company,Edwina Zamora,female,56,0,262.0,890.6885114503816,233360.38999999998,firstclass,40.0,617.23975,middle_aged,premium,4,2,1,2
800,Wonka Company,Linda Hixon,female,42,0,118.0,892.3902542372881,105302.05,firstclass,19.0,624.9105263157894,middle_aged,premium,4,2,1,2
801,Wonka Company,Ronald Foley,male,63,1,28.0,906.0267857142857,25368.75,premium,7.0,352.6557142857143,senior,premium,4,3,2,2
803,Wonka Company,Charlotte Foster,female,40,0,106.0,873.2693396226415,92566.55,firstclass,10.0,574.23,middle_aged,premium,4,2,1,2
806,Wonka Company,Amy Coppage,female,52,0,54.0,909.7377777777779,49125.840000000004,firstclass,8.0,726.46875,middle_aged,premium,4,2,1,2
807,Wonka Company,John Isaksen,male,23,1,8.0,743.09,5944.72,premium,1.0,181.17,young,economy,4,3,3,0
808,Wonka Company,Judy Williams,female,27,0,356.0,893.5868820224719,318116.93,firstclass,46.0,604.4419565217391,adult,premium,4,2,0,2
809,Wonka Company,Davina Tyler,female,22,0,314.0,883.4044904458599,277389.01,firstclass,51.0,524.8258823529411,young,premium,4,2,3,2
810,Wonka Company,Louise Hoffman,female,58,0,250.0,924.23372,231058.43,firstclass,36.0,548.7047222222222,middle_aged,premium,4,2,1,2
811,Wonka Company,Therese Behne,female,59,0,48.0,1010.6435416666667,48510.89,firstclass,6.0,630.6550000000001,middle_aged,premium,4,2,1,2
812,Wonka Company,Allan Mclaughlin,male,46,1,54.0,876.7511111111111,47344.56,premium,13.0,619.8053846153846,middle_aged,premium,4,3,1,2
813,Wonka Company,Shani Stutz,female,64,0,234.0,855.9189743589744,200285.04,firstclass,40.0,581.58125,senior,premium,4,2,2,2
814,Wonka Company,Martha Powell,female,46,0,362.0,860.0520718232043,311338.85,firstclass,61.0,495.30688524590164,middle_aged,premium,4,2,1,2
815,Wonka Company,Monica Mcintyre,female,45,0,62.0,813.1056451612903,50412.55,economic,7.0,799.8528571428571,middle_aged,premium,4,0,1,2
817,Wonka Company,Charlotte Mcneal,female,44,0,54.0,909.3005555555557,49102.23,premium,14.0,550.7571428571429,middle_aged,premium,4,3,1,2
818,Wonka Company,Ralph Macdonald,male,60,1,96.0,814.4438541666667,78186.61,economic,17.0,556.3417647058823,senior,premium,4,0,2,2
819,Wonka Company,Linda Cunningham,female,55,0,8.0,985.9237499999999,7887.389999999999,premium,1.0,495.24,middle_aged,premium,4,3,1,2
820,Wonka Company,Walter Johnson,male,44,1,346.0,881.7323121387284,305079.38,firstclass,62.0,506.59693548387094,middle_aged,premium,4,2,1,2
821,Wonka Company,Deborah Ryan,female,35,0,10.0,875.308,8753.08,firstclass,3.0,764.4933333333333,adult,premium,4,2,0,2
822,Wonka Company,Frankie Ortega,female,54,0,156.0,937.0055128205128,146172.86,firstclass,15.0,533.9446666666666,middle_aged,premium,4,2,1,2
825,Wonka Company,Karen Gilley,female,35,0,114.0,939.2012280701755,107068.94,firstclass,20.0,606.8555,adult,premium,4,2,0,2
826,Wonka Company,Chris Gregory,male,44,1,188.0,896.6887765957447,168577.49,firstclass,27.0,587.9162962962963,middle_aged,premium,4,2,1,2
827,Wonka Company,James Lubin,male,54,1,34.0,917.3702941176471,31190.59,firstclass,5.0,534.03,middle_aged,premium,4,2,1,2
828,Wonka Company,Thomas Chary,male,23,1,238.0,868.1533193277311,206620.49,firstclass,43.0,455.0306976744186,young,premium,4,2,3,2
829,Wonka Company,William Johnson,male,50,1,48.0,692.1839583333334,33224.83,economic,5.0,553.204,middle_aged,economy,4,0,1,0
830,Wonka Company,Carlos Hernandez,male,32,1,270.0,889.599,240191.73,firstclass,39.0,481.34820512820517,adult,premium,4,2,0,2
831,Wonka Company,Dorothy Lawrence,female,28,0,252.0,874.744484126984,220435.61,firstclass,31.0,562.9083870967742,adult,premium,4,2,0,2
832,Wonka Company,Richard Ware,male,55,1,190.0,863.8221578947368,164126.21,firstclass,31.0,587.7345161290323,middle_aged,premium,4,2,1,2
834,Wonka Company,Carlos Lanier,male,58,1,80.0,849.3842500000001,67950.74,economic,11.0,476.6036363636364,middle_aged,premium,4,0,1,2
835,Wonka Company,Phyllis Morse,female,46,0,306.0,860.0283986928105,263168.69,premium,49.0,550.6820408163265,middle_aged,premium,4,3,1,2
836,Wonka Company,Edward Amsterdam,male,36,1,314.0,893.611337579618,280593.96,firstclass,44.0,508.09272727272725,adult,premium,4,2,0,2
837,Wonka Company,Harold Uren,male,50,1,292.0,891.1353082191781,260211.51,firstclass,45.0,555.4751111111111,middle_aged,premium,4,2,1,2
838,Wonka Company,Rosemary Kelly,female,23,0,254.0,867.86,220436.44,firstclass,36.0,528.1288888888889,young,premium,4,2,3,2
839,Wonka Company,Ben Brummer,male,55,1,54.0,1014.1912962962963,54766.33,firstclass,12.0,693.2466666666666,middle_aged,premium,4,2,1,2
842,Wonka Company,Lavinia Hankey,female,32,0,82.0,937.7414634146342,76894.8,firstclass,6.0,551.8533333333334,adult,premium,4,2,0,2
843,Wonka Company,Michael Dabbs,male,29,1,254.0,862.796062992126,219150.2,firstclass,35.0,586.6028571428571,adult,premium,4,2,0,2
844,Wonka Company,Brian Morales,male,56,1,10.0,796.8109999999999,7968.11,firstclass,2.0,561.815,middle_aged,economy,4,2,1,0
846,Wonka Company,Thomas Cagle,male,42,1,328.0,900.9235975609756,295502.94,firstclass,49.0,544.9285714285714,middle_aged,premium,4,2,1,2
848,Wonka Company,Patrick Henderson,male,37,1,390.0,900.6997435897437,351272.9,firstclass,52.0,704.2238461538461,adult,premium,4,2,0,2
849,Wonka Company,Lisa Castro,female,25,0,36.0,885.8583333333333,31890.9,premium,5.0,567.826,adult,premium,4,3,0,2
850,Wonka Company,Mike Williamson,male,63,1,238.0,877.2616806722689,208788.28,firstclass,37.0,439.5067567567568,senior,premium,4,2,2,2
852,Wonka Company,Kaitlyn Wood,female,57,0,382.0,843.6297643979058,322266.57,firstclass,61.0,587.8101639344262,middle_aged,premium,4,2,1,2
853,Wonka Company,Fred Bergeson,male,40,1,106.0,900.1365094339623,95414.47,firstclass,14.0,609.9607142857143,middle_aged,premium,4,2,1,2
856,Wonka Company,Jake Rollo,male,60,1,302.0,862.3912251655629,260442.15,firstclass,48.0,617.2881249999999,senior,premium,4,2,2,2
858,Wonka Company,Helen Baker,female,31,0,220.0,886.5568181818181,195042.5,firstclass,39.0,511.2361538461538,adult,premium,4,2,0,2
859,Wonka Company,Reyna Nelson,female,32,0,364.0,875.4170054945055,318651.79,firstclass,47.0,520.721914893617,adult,premium,4,2,0,2
860,Wonka Company,Trent Hughes,male,33,1,194.0,886.1968556701031,171922.19,firstclass,25.0,573.5436,adult,premium,4,2,0,2
865,Wonka Company,Gary Thurston,male,49,1,238.0,885.423487394958,210730.79,firstclass,29.0,556.3858620689655,middle_aged,premium,4,2,1,2
866,Wonka Company,Yvonne Ahmad,female,46,0,154.0,855.3244155844155,131719.96,firstclass,26.0,495.38846153846157,middle_aged,premium,4,2,1,2
867,Wonka Company,John Rivera,male,40,1,44.0,849.0611363636364,37358.69,firstclass,9.0,474.12777777777774,middle_aged,premium,4,2,1,2
868,Wonka Company,Eric Galioto,male,37,1,260.0,951.2759615384615,247331.75,firstclass,39.0,582.7297435897435,adult,premium,4,2,0,2
869,Wonka Company,Jose Bowen,male,65,1,276.0,852.7549637681159,235360.37,firstclass,41.0,490.7490243902439,senior,premium,4,2,2,2
871,Wonka Company,Ruben Beezley,male,21,1,138.0,884.0049275362319,121992.68,firstclass,18.0,624.2655555555556,young,premium,4,2,3,2
873,Wonka Company,William Lindsey,male,27,1,306.0,923.5407516339868,282603.47,firstclass,45.0,564.4066666666666,adult,premium,4,2,0,2
875,Wonka Company,John White,male,61,1,314.0,908.314203821656,285210.66,firstclass,42.0,511.1166666666667,senior,premium,4,2,2,2
876,Wonka Company,John Harris,male,22,1,24.0,790.4525,18970.86,economic,3.0,673.6733333333333,young,economy,4,0,3,0
877,Wonka Company,Kevin Gay,male,48,1,142.0,888.7310563380281,126199.81,firstclass,26.0,535.9965384615384,middle_aged,premium,4,2,1,2
879,Wonka Company,Tyler Eddy,male,65,1,374.0,856.9433422459892,320496.81,firstclass,57.0,554.2533333333333,senior,premium,4,2,2,2
880,Wonka Company,Alejandro Hess,male,61,1,166.0,856.1101204819277,142114.28,firstclass,24.0,686.5241666666666,senior,premium,4,2,2,2
881,Wonka Company,Marlene Williams,female,42,0,266.0,878.7622180451128,233750.75,firstclass,41.0,632.1719512195122,middle_aged,premium,4,2,1,2
882,Wonka Company,Kimberlee Knipper,female,58,0,388.0,891.9359536082475,346071.15,firstclass,64.0,559.14203125,middle_aged,premium,4,2,1,2
883,Wonka Company,Laura Webb,female,46,0,2.0,888.28,1776.56,economic,0.0,495.24,middle_aged,premium,4,0,1,2
885,Acme Factory,Erma Smith,female,28,0,154.0,1056.942207792208,162769.1,firstclass,20.0,492.36100000000005,adult,premium,1,2,0,2
887,Acme Factory,Candida Marrs,female,46,0,194.0,1118.5134020618557,216991.6,firstclass,25.0,571.2823999999999,middle_aged,premium,1,2,1,2
888,Acme Factory,James Ayala,male,23,1,320.0,1086.35625,347634.0,firstclass,47.0,525.7529787234042,young,premium,1,2,3,2
890,Acme Factory,Tyler Jones,male,58,1,132.0,1032.603787878788,136303.7,firstclass,10.0,459.09499999999997,middle_aged,premium,1,2,1,2
891,Acme Factory,Carolyn Caldwell,female,31,0,328.0,1063.0831402439026,348691.27,firstclass,40.0,481.34525,adult,premium,1,2,0,2
892,Acme Factory,Tanya Norman,female,23,0,100.0,970.3981,97039.81,economic,13.0,442.6776923076923,young,premium,1,0,3,2
894,Acme Factory,Ashley Miller,female,24,0,124.0,1092.8187903225805,135509.53,firstclass,16.0,501.62,young,premium,1,2,3,2
895,Acme Factory,Alex Fratta,male,33,1,214.0,1069.822242990654,228941.96,firstclass,37.0,558.5478378378378,adult,premium,1,2,0,2
896,Acme Factory,Josephine Sigmon,female,50,0,380.0,1039.8699210526315,395150.57,firstclass,52.0,442.4138461538462,middle_aged,premium,1,2,1,2
897,Acme Factory,Thomas Smith,male,59,1,308.0,1046.3494155844155,322275.62,firstclass,48.0,498.27479166666666,middle_aged,premium,1,2,1,2
898,Acme Factory,Edwin Miller,male,29,1,378.0,1066.438835978836,403113.88,firstclass,60.0,558.1201666666667,adult,premium,1,2,0,2
900,Acme Factory,Darin Lopez,male,35,1,394.0,1039.6094162436548,409606.11,firstclass,66.0,467.8510606060606,adult,premium,1,2,0,2
905,Acme Factory,John Curtiss,male,53,1,370.0,1054.3463783783784,390108.16,firstclass,41.0,508.0382926829268,middle_aged,premium,1,2,1,2
